caseref2,hearingref2,hearingstatus,timestamp,versionnumber
1659537376766468,2900034312,HEARING_REQUESTED,2022-09-19T10:55:54.198856,1
1659537364710684,2900034314,HEARING_REQUESTED,2022-09-19T10:55:59.43891,1
1659537388472758,2900034316,HEARING_REQUESTED,2022-09-19T10:56:03.892775,1
1659537400936111,2900034317,HEARING_REQUESTED,2022-09-19T10:56:04.992881,1
1659537413712079,2900034318,HEARING_REQUESTED,2022-09-19T10:56:06.01421,1
1659537427113298,2900034320,HEARING_REQUESTED,2022-09-19T10:56:12.546684,1
1659537439843577,2900034321,HEARING_REQUESTED,2022-09-19T10:56:13.740798,1
1659537454052864,2900034322,HEARING_REQUESTED,2022-09-19T10:56:17.329323,1
1659537467485119,2900034324,HEARING_REQUESTED,2022-09-19T10:56:18.694684,1
1659537479424130,2900034326,HEARING_REQUESTED,2022-09-19T10:56:23.1971,1
1659537491848985,2900034327,HEARING_REQUESTED,2022-09-19T10:56:27.458049,1
1659537504121362,2900034329,HEARING_REQUESTED,2022-09-19T10:56:30.805991,1
1659537516641514,2900034330,HEARING_REQUESTED,2022-09-19T10:56:34.139768,1
1659537529446265,2900034332,HEARING_REQUESTED,2022-09-19T10:56:36.730542,1
1659537541749191,2900034333,HEARING_REQUESTED,2022-09-19T10:56:40.268943,1
1659537553519516,2900034335,HEARING_REQUESTED,2022-09-19T10:56:43.448218,1
1659537565929539,2900034336,HEARING_REQUESTED,2022-09-19T10:56:45.683906,1
1659537577890844,2900034337,HEARING_REQUESTED,2022-09-19T10:56:49.200663,1
1659537590482090,2900034338,HEARING_REQUESTED,2022-09-19T10:56:51.552608,1
1659537603164487,2900034342,HEARING_REQUESTED,2022-09-19T10:56:58.29365,1
1659537614970161,2900034343,HEARING_REQUESTED,2022-09-19T10:56:59.419053,1
1659537628382726,2900034344,HEARING_REQUESTED,2022-09-19T10:57:04.351506,1
1659537652360259,2900034345,HEARING_REQUESTED,2022-09-19T10:57:05.851434,1
1659537639834848,2900034346,HEARING_REQUESTED,2022-09-19T10:57:06.19872,1
1659537665342625,2900034348,HEARING_REQUESTED,2022-09-19T10:57:10.69613,1
1659537678201487,2900034350,HEARING_REQUESTED,2022-09-19T10:57:13.850928,1
1659537702408868,2900034352,HEARING_REQUESTED,2022-09-19T10:57:18.659096,1
1659537690550721,2900034353,HEARING_REQUESTED,2022-09-19T10:57:21.136666,1
1659537714588715,2900034355,HEARING_REQUESTED,2022-09-19T10:57:22.51182,1
1659537727535448,2900034357,HEARING_REQUESTED,2022-09-19T10:57:27.989206,1
1659537754967639,2900034360,HEARING_REQUESTED,2022-09-19T10:57:32.830024,1
1659537741538220,2900034361,HEARING_REQUESTED,2022-09-19T10:57:32.837115,1
1659537767235206,2900034363,HEARING_REQUESTED,2022-09-19T10:57:36.781585,1
1659537779733818,2900034365,HEARING_REQUESTED,2022-09-19T10:57:42.462575,1
1659537792276811,2900034366,HEARING_REQUESTED,2022-09-19T10:57:45.62642,1
1659537804595281,2900034367,HEARING_REQUESTED,2022-09-19T10:57:47.734703,1
1659537817137345,2900034368,HEARING_REQUESTED,2022-09-19T10:57:49.798517,1
1659537830144716,2900034370,HEARING_REQUESTED,2022-09-19T10:57:51.894194,1
1659537842500996,2900034372,HEARING_REQUESTED,2022-09-19T10:57:57.961496,1
1659537876501654,2900034374,HEARING_REQUESTED,2022-09-19T10:58:01.781975,1
1659537854645978,2900034376,HEARING_REQUESTED,2022-09-19T10:58:02.190341,1
1659537888521096,2900034377,HEARING_REQUESTED,2022-09-19T10:58:07.091333,1
1659537901122963,2900034379,HEARING_REQUESTED,2022-09-19T10:58:09.964933,1
1659537912646620,2900034380,HEARING_REQUESTED,2022-09-19T10:58:13.870028,1
1659537924661658,2900034381,HEARING_REQUESTED,2022-09-19T10:58:14.485088,1
1659537937122151,2900034383,HEARING_REQUESTED,2022-09-19T10:58:18.184092,1
1659537948487932,2900034385,HEARING_REQUESTED,2022-09-19T10:58:22.772896,1
1659537959765606,2900034387,HEARING_REQUESTED,2022-09-19T10:58:26.807982,1
1659537983459093,2900034388,HEARING_REQUESTED,2022-09-19T10:58:30.170047,1
1659537971650992,2900034389,HEARING_REQUESTED,2022-09-19T10:58:31.572725,1
1659537994909839,2900034391,HEARING_REQUESTED,2022-09-19T10:58:36.925442,1
1659538007127153,2900034392,HEARING_REQUESTED,2022-09-19T10:58:39.841523,1
1659538018445149,2900034393,HEARING_REQUESTED,2022-09-19T10:58:42.213199,1
1659538030219449,2900034394,HEARING_REQUESTED,2022-09-19T10:58:45.629322,1
1659538042141672,2900034396,HEARING_REQUESTED,2022-09-19T10:58:48.186041,1
