caseref3,hearingref3,hearingstatus,timestamp,versionnumber
1704968450336099,2900075280,HEARING_REQUESTED,2024-02-04T22:33:45.970786138,1
1704968116929766,2900075281,HEARING_REQUESTED,2024-02-04T22:33:47.398890389,1
1704968161133744,2900075282,HEARING_REQUESTED,2024-02-04T22:33:47.580393132,1
1704968267751233,2900075221,HEARING_REQUESTED,2024-02-04T22:33:08.128728417,1
1704967957896373,2900074987,HEARING_REQUESTED,2024-02-04T22:30:59.572472017,1
1704968524980047,2900075283,HEARING_REQUESTED,2024-02-04T22:33:48.755906328,1
1704968295151489,2900075284,HEARING_REQUESTED,2024-02-04T22:33:48.828966041,1
1704968289368610,2900075044,HEARING_REQUESTED,2024-02-04T22:31:26.836471932,1
1704968041538161,2900074938,HEARING_REQUESTED,2024-02-04T22:30:27.412105749,1
1704968213755395,2900075285,HEARING_REQUESTED,2024-02-04T22:33:51.005769956,1
1704967752851235,2900075118,HEARING_REQUESTED,2024-02-04T22:32:15.842071729,1
1704968462542429,2900075286,HEARING_REQUESTED,2024-02-04T22:33:52.07684115,1
1704968423598106,2900075287,HEARING_REQUESTED,2024-02-04T22:33:52.146066799,1
1704968308044614,2900075288,HEARING_REQUESTED,2024-02-04T22:33:52.815235809,1
1704968245210401,2900074989,HEARING_REQUESTED,2024-02-04T22:31:03.041623544,1
1704968183327498,2900075289,HEARING_REQUESTED,2024-02-04T22:33:53.96701208,1
1704967961080527,2900075290,HEARING_REQUESTED,2024-02-04T22:33:54.134017414,1
1704968122879740,2900075291,HEARING_REQUESTED,2024-02-04T22:33:54.204168086,1
1704967794465655,2900075128,HEARING_REQUESTED,2024-02-04T22:32:19.4185458,1
1704968465811458,2900075292,HEARING_REQUESTED,2024-02-04T22:33:54.596208354,1
1704968414867700,2900075293,HEARING_REQUESTED,2024-02-04T22:33:54.772175366,1
1704968587842399,2900075294,HEARING_REQUESTED,2024-02-04T22:33:55.090914749,1
1704967857338096,2900074991,HEARING_REQUESTED,2024-02-04T22:31:03.13363829,1
1704967920240543,2900075295,HEARING_REQUESTED,2024-02-04T22:33:56.125127482,1
1704968255957339,2900075296,HEARING_REQUESTED,2024-02-04T22:33:56.128835849,1
1704967972458126,2900075297,HEARING_REQUESTED,2024-02-04T22:33:56.348769572,1
1704967909686765,2900075298,HEARING_REQUESTED,2024-02-04T22:33:56.699649485,1
1704968402718667,2900075299,HEARING_REQUESTED,2024-02-04T22:33:57.454829794,1
